,gt_len,model_len,obstacle_hit
7d6ac832-8605-45e0-81e3-8cae0c9831b0.pt,108.0,,
cbe6712c-4765-49fb-b03e-0ef8e397f8f3.pt,76.0,,
3ca53d22-64ef-4a14-b98a-5f90fa8c6b31.pt,109.0,305.0,33.0
53a2a002-c30f-44f1-a31a-2d4b883b913d.pt,97.0,369.0,91.0
c96cf9a1-1403-42fb-b0f1-36d3b0fe07b4.pt,92.0,,
81a23216-048e-4f8b-aefc-88578b3fe2c5.pt,94.0,421.0,44.0
d867f737-8ac9-4b30-a513-a819f2a63ef5.pt,59.0,,
40243ef9-5ed1-43a5-89ad-7fab745a3925.pt,94.0,,
8172b1d1-3a01-4ac7-9fd0-95e49ffe5cbf.pt,53.0,,
302ae44a-16d9-4ddf-b29d-7bfc6b480ae2.pt,45.0,,
dd64132a-41fd-4c1c-b74f-c140104b77b8.pt,86.0,,
b6b3c275-b4f9-4c89-9860-08b2267822f2.pt,116.0,,
d613c14d-afb7-41cb-910b-f2784a39dbec.pt,105.0,,
cca730c5-b41e-43e0-bd83-ca6542cc442e.pt,78.0,,
cefdef9d-b7a5-4cdb-a8a4-5af20e1f6605.pt,169.0,467.0,112.0
a4896dcb-bba3-4c86-a75e-f3ddcab1c496.pt,76.0,,
68e91b6d-4b72-4b15-808c-668969c72040.pt,97.0,,
c2de6686-4afa-483c-a92f-c501e274847e.pt,86.0,,
f399fded-a370-43cd-a276-9a4e46e438a3.pt,85.0,,
83076458-0229-414c-a051-ccc2757dc237.pt,91.0,,
62a88440-1e24-45bc-8c5d-1eaf0feab621.pt,112.0,,
438af95d-1efa-4ccd-8ac6-364a1667bb20.pt,94.0,,
20ab182d-41e9-4843-8ca0-33c26e671052.pt,32.0,,
b2e3c17e-c43c-4eb7-9277-463510794296.pt,71.0,473.0,22.0
76c2a26c-67a7-402b-b6d0-f5b845955531.pt,92.0,,
21f71fed-a7f3-4908-875d-006290493281.pt,76.0,,
f881de47-6966-41ad-8211-011e4f4e1ad4.pt,86.0,,
afe354b6-4592-494c-ae5b-89002bebb3c1.pt,65.0,,
fc8d9ac6-dd85-411e-972e-e49815fd5419.pt,73.0,,
982d692e-3070-46f2-a598-4eb35db8d431.pt,90.0,,
e43998f1-06b5-4e0b-b8e0-c3e914bdfcb1.pt,92.0,,
aeb1fade-43b4-45ef-af29-f77e12a06676.pt,130.0,326.0,121.0
3c9ef9cc-d12b-4174-8622-7f7706133aee.pt,58.0,,
95b4b562-f3b0-4f8c-86e7-0e89a656eb23.pt,91.0,,
fe39d2d8-f67f-4c2c-a7ad-6cca16c51c0d.pt,49.0,,
bb9b7736-7716-474c-a83c-0c713a73afad.pt,92.0,298.0,61.0
ce0566ff-1bbe-439d-8abf-7491ae186058.pt,89.0,,
3e59560a-ccdd-4940-a6b8-7fce65797335.pt,81.0,,
75d8c945-412a-47ae-b026-5d5c6ced8f05.pt,90.0,,
83520458-f5e1-4860-9081-72e0b0d9bef7.pt,79.0,,
a583bd12-d790-4ac0-834d-dcf512dfd22b.pt,94.0,,
7f8121c9-44d2-4d74-b0c8-5cf7d17acd48.pt,103.0,204.0,84.0
fba08629-21f0-4792-ab62-547b9eeff601.pt,58.0,,
f8f953f3-1051-4501-b209-8ab3b7dd0567.pt,82.0,,
4ed1f23d-fb2b-4979-afb4-ee245fe17003.pt,61.0,,
2d1095a6-ac44-4487-94ac-916bd0bc5830.pt,78.0,,
c891a595-f9df-4313-adab-93d520fa0ec9.pt,50.0,,
98334e0e-31e8-44b9-a345-a62f8c57e6ce.pt,111.0,,
a272c99e-0be2-40d8-b7dd-0a62d3d14bbc.pt,97.0,,
e8a58cdb-d9dd-4c78-98cb-353d755b4625.pt,86.0,239.0,64.0
fb061622-6e8d-4a39-8f99-0cf3d95b4399.pt,23.0,444.0,26.0
1dcb8f3b-09cb-4ae0-af4d-f0b3c48596c0.pt,57.0,,
66d3e9c1-bc97-4987-a937-25ab38876f5f.pt,96.0,,
78ab340f-cb6b-4ebe-b559-aec0206a4f9b.pt,80.0,,
1f71d6a8-f2f6-472b-92ea-de90177373c8.pt,97.0,331.0,19.0
55782347-8d85-4a29-9514-d3fb10dc4ebf.pt,85.0,411.0,70.0
36d92c5f-01b2-44f9-b472-c97d7b42b938.pt,121.0,189.0,30.0
3a5fb309-4cad-4902-a827-b86bec792aa2.pt,90.0,,
c4b97a53-11d7-4f00-87a0-229b55518fa7.pt,52.0,,
dabc9d74-f0c5-4024-958c-871b5a18d2a3.pt,19.0,,
b003ea30-31f2-443d-bb61-9ded13633c08.pt,94.0,,
599b620c-11c3-4cb8-be92-dfd2b65e67a8.pt,64.0,,
4731ac40-ce69-40e7-b6f3-0c7c697a8b36.pt,64.0,,
8ebde195-4332-4605-a1ed-4ccdef9b3311.pt,97.0,,
27886793-3f27-4947-86dc-dd9ba6e1c7a1.pt,118.0,,
4607e566-2fc1-4208-bf1a-0d99dba55e26.pt,87.0,,
7bdb05e3-e6ad-4350-b264-142fa9331f76.pt,106.0,,
060c5ef4-3eb5-4f1a-8ed8-68b8f80886cf.pt,57.0,,
208ec561-50ee-4c05-9b5e-466b05f05047.pt,77.0,304.0,31.0
53bd3037-a52e-4dd9-a85d-7f54a49e05a7.pt,103.0,,
9359df06-3614-4346-b498-cd64ebb86313.pt,26.0,,
923103d6-44c4-4e0b-a708-34c9fa3409f2.pt,150.0,,
09efeebe-cbd6-43dc-bdcb-22750945ceb0.pt,44.0,,
4a80b520-7b18-4f1f-8dd1-36fb9cccc3cb.pt,80.0,469.0,123.0
bbf0fd89-4691-4f79-889e-0713528da2bf.pt,53.0,,
f8ed78bf-ecbe-4ff2-8a37-d4ec3bb10846.pt,95.0,,
3412f956-c477-4ade-a506-503656180295.pt,75.0,,
08c584ad-b16f-4c90-9a2f-13f6aeddd3f9.pt,81.0,865.0,96.0
2d985762-b45f-46cc-91d0-d7a3ba8201d3.pt,112.0,,
0fd600b0-32d5-425c-9361-9ee168aa1f3a.pt,84.0,,
9133a353-a6f6-4532-92c6-4a14f8b3477f.pt,112.0,,
671943e5-ac35-4fea-af34-345301a667b6.pt,109.0,437.0,168.0
d06b9d3d-117e-45b4-b2ae-b721451d9a3f.pt,72.0,,
726c10c6-7faf-4a4f-b52b-eee38c982925.pt,102.0,643.0,108.0
587ce239-6d40-45a2-929f-87065362223a.pt,84.0,,
354593c7-19d4-467a-a054-787220008384.pt,88.0,,
ab0d6f25-1ee4-49db-b41d-45728c62aff7.pt,92.0,296.0,50.0
e8c8e2c7-46d3-4f35-9eaa-9e41558ab060.pt,89.0,,
90932911-582d-4658-b691-4a1513023877.pt,87.0,,
03866784-ebfd-49a4-b334-77c162242bdf.pt,95.0,,
97304a5f-2d7e-4155-8859-f38fb7bea03f.pt,90.0,,
52b7789b-fd01-4d92-9b4b-89c6266feea4.pt,91.0,,
232f8027-e60b-4616-85d0-c15da7e0d2e7.pt,114.0,,
cd25ef7d-bc91-4cab-b4f8-08765ac390ed.pt,43.0,,
5d18fc5e-1d5e-4b04-931e-a408d68fa254.pt,113.0,,
6477e7ad-fcac-4d15-87f2-590edb17eb49.pt,84.0,,
19f18075-7d91-49e9-94c1-3d249e0f4176.pt,104.0,264.0,49.0
dd6af366-73aa-464e-a443-118426f75c1d.pt,118.0,,
9d0245db-805b-4cbb-a33a-c3b8552fc290.pt,96.0,,
8c2d4442-26d9-4407-b05a-d135445f0f19.pt,75.0,,
e088a76a-d396-4805-991b-0531c7557294.pt,70.0,,
c1fd27a5-976c-421a-8ac9-9557a638e581.pt,108.0,,
82c1dd24-abd9-4203-93b2-eb34292057d7.pt,95.0,,
41ae951e-a87c-4352-a911-bea8db39bb36.pt,85.0,,
d9397513-0cd9-4028-b236-38098f66b14a.pt,98.0,401.0,80.0
6d0a3b65-145b-43c2-a094-d9de6423d99e.pt,104.0,202.0,54.0
f7612998-225d-481b-afdc-5fa43e10617b.pt,105.0,,
e4f952e3-dcd5-4442-844c-c6cd736f7a9d.pt,72.0,,
c55cc1be-ae9f-4284-9afb-bdfdb98b3045.pt,74.0,,
012106ee-ae19-42d7-9c1b-6e14a1b904fe.pt,80.0,,
72ba5c4b-c226-4640-8de2-eba679aa9b08.pt,131.0,,
da705226-780e-4ee4-9a9c-a2cd0ebc4684.pt,115.0,,
79ee5792-5be1-4ac4-b347-765075baac05.pt,62.0,528.0,106.0
a914a2c7-5cec-4c3a-8082-93bbb2b54ebd.pt,104.0,,
d4afdff1-eff3-49b7-bc74-e473f7d8c4c9.pt,51.0,,
80fb1cb0-3b1a-4e30-9240-4cb7f344a6c4.pt,54.0,,
d6a65de3-6152-4974-b6db-8fc8001d2b17.pt,146.0,,
902b6bb2-a774-4784-9f50-999eaa44181f.pt,56.0,,
07c12015-9d19-4c28-84cd-74ff43127565.pt,103.0,,
4cb1b996-0eb2-4ebf-8692-7436e31a26d7.pt,73.0,,
ec929523-17f4-4c26-b5da-dd42b423b892.pt,115.0,434.0,82.0
b737f838-a6aa-4aaa-83fe-68e0f3872e1b.pt,73.0,,
c79c9e6e-2ece-4264-8e2d-4888f29665ea.pt,153.0,,
b5d969e2-a1bc-4f85-9a55-7b5b4cfd7f39.pt,135.0,233.0,107.0
7d1c46dc-e563-4581-8be0-17bb81ee0808.pt,49.0,,
834855c6-2cf5-4867-9481-62d3a32140e6.pt,117.0,710.0,299.0
ec056b83-a9c8-4b86-9f0a-a09e248a2add.pt,71.0,,
ca583506-9832-40d0-88e3-c31c6e9bab82.pt,117.0,,
f682479a-e345-4dd9-962f-d766d92a3784.pt,79.0,,
4cd9ded7-cc3d-4798-bb01-5a606263afbd.pt,120.0,,
0cbcb99c-ba67-4ee6-b473-78740dff6280.pt,94.0,,
ec5a9e69-2067-4d11-a2d4-0bbfbd83fe3f.pt,111.0,190.0,50.0
7bf67f0e-a6b5-4ebd-b565-8b40172caefd.pt,82.0,,
de0ae716-4b61-4955-8269-e6e26305f0df.pt,118.0,,
43ad105e-154d-4c7a-8877-ba0c5b5edebd.pt,59.0,,
0556d71d-cc1d-4086-84c6-af525e08ae0f.pt,93.0,,
417c92ee-b574-417d-8163-50f834423f52.pt,77.0,,
93f8a42c-c0d2-49a6-8d35-2d8377faf2ec.pt,70.0,,
2c7e5f33-4754-4536-b67b-8894fcafa1e2.pt,68.0,,
cfddea0f-18a8-4717-8643-d1b5b2460957.pt,62.0,,
29fe0dcc-161b-4bec-83f8-7d2e7914d8bf.pt,75.0,,
a68d7c1f-5dc0-4654-bcdd-a92557b484ea.pt,86.0,,
66e29977-25a8-4283-8d16-28e5a18af3b8.pt,122.0,407.0,99.0
df6861bd-4864-48bb-9b01-fbde01d35409.pt,97.0,638.0,49.0
ea19c4d9-056c-4087-ba06-ac53cccb5cbc.pt,58.0,,
f1daf78f-0fe1-4103-a49a-a7ef5b7527a7.pt,167.0,,
5ea95921-7900-400a-bdf1-b04a9f34c14e.pt,72.0,,
bbf8f1db-4d34-40e2-9bc9-f3c5373814e6.pt,79.0,,
587f663f-473e-4c01-bd2f-c7a5624ee9ee.pt,40.0,,
20cc59a1-baea-4ab1-b77a-8d9507e599dd.pt,85.0,477.0,75.0
61b336f1-323f-4c04-95b6-8956fb1ad274.pt,101.0,,
1d540d8d-8842-4821-b091-70c319133422.pt,108.0,306.0,82.0
c01f046b-3e05-41e2-8e46-e020117c9584.pt,103.0,,
c5352b04-1859-40f5-88f2-a19588e106ac.pt,94.0,,
131a0659-e297-4e08-aeb7-217ad58f1217.pt,97.0,293.0,63.0
1a3bfecb-ae18-4655-95b9-71b3ced215e7.pt,99.0,,
d289c74a-76e1-4597-8a3c-4568656eacbe.pt,86.0,,
94202ddc-ccbb-4d29-82bd-37b0a143af0a.pt,82.0,,
e1057900-8886-432a-9b65-e1804368f901.pt,83.0,,
865fd342-6b77-4f46-9f59-1a2a85dcc83c.pt,97.0,,
172f1eec-35cb-45e1-a1d1-ca2d57cd6595.pt,48.0,,
f824cb35-1124-42f5-aba4-7cbd4232b963.pt,102.0,,
5c009aa7-8ab9-49b1-a1ff-77e9d1715559.pt,48.0,,
9771dde7-1229-459a-8218-fc2a21d41d69.pt,88.0,,
18758e65-63c3-4f0f-93dd-534d40a521b7.pt,76.0,,
8bf8a0fe-ac97-4a5f-ae3c-d2da98282c40.pt,51.0,,
5a491b37-f525-414b-af85-d3cda413d642.pt,94.0,,
bdc964bb-64ec-4573-ad2a-ab989e954399.pt,102.0,,
e73366bf-471f-4acb-acff-005b84024092.pt,45.0,,
0f945247-7578-4804-afb2-ac60f9a2c7ea.pt,86.0,,
f938b933-6c3c-48eb-af10-ff7bb319eb77.pt,97.0,,
306064a8-87fa-4a96-88f9-1fd799071a65.pt,124.0,200.0,49.0
a4669015-8ac7-4aca-a63c-39c71c021cad.pt,84.0,,
6a2bee98-7be0-4c87-bcf7-0354736f0431.pt,68.0,,
a860f415-4eeb-4a49-817d-f581085b4147.pt,105.0,,
78c21f5a-df0e-4de3-bf8d-192fd346912b.pt,72.0,,
879ab8dc-0750-48a6-a00d-22a157fd979b.pt,114.0,,
a62bf66f-0600-45ae-8e63-e07c2d3d5f23.pt,94.0,391.0,14.0
33564ba6-069b-4227-8cde-f9f6eb93b1e2.pt,76.0,,
c4206913-82ce-4efe-b929-ed50132010ed.pt,98.0,,
79fd97b8-f6b1-4413-b34d-0a49f9c30631.pt,97.0,,
2aa29a0f-14d5-4b79-8ee2-ff5f388aacaa.pt,110.0,208.0,55.0
03759ade-7c91-480c-b74a-63ecba73b865.pt,55.0,,
fe59f890-bbff-4a71-9645-170d3d3d2e3f.pt,101.0,,
22523955-7a16-40e0-ad8b-49e8ed2f12b6.pt,74.0,,
f19e4eed-cbf8-48b9-ac96-10ddc540d7ea.pt,142.0,202.0,59.0
5e69099e-922d-4a87-935e-ad3be45359bf.pt,82.0,,
8a4871c4-5488-4f81-91dc-5821a7b00395.pt,102.0,420.0,80.0
ed9e8caf-064c-4aa1-b94a-d60ad02f2d60.pt,105.0,,
da443b9e-5757-42d9-9e64-0a6b72b5af69.pt,75.0,,
d83b0fae-fce0-408f-b42b-9b3825d64a73.pt,113.0,,
987c59fd-4fef-43ed-8b9a-cc39fa7b6117.pt,98.0,,
6fb63c59-7f89-4836-a2e0-a82c742da21c.pt,47.0,,
eaa8c48d-e4cb-441e-b5f2-2b9da802386c.pt,96.0,,
717478a6-36ad-4b5f-9de5-bf955eae9300.pt,89.0,,
91c1a1d5-90e5-4dfc-b1f4-b5faf4a3c27f.pt,116.0,445.0,101.0
70fba47d-afc2-4b02-9b99-b559b9adfa12.pt,104.0,335.0,84.0
5a602b4e-7313-48da-8456-542f4e76eab4.pt,109.0,,
5918acd2-fcff-4ca9-b0dc-88f318bf9d9a.pt,119.0,,
ecca7ce3-498e-487b-95b7-81d5fc2079ef.pt,78.0,,
d710f5eb-bb5e-4139-aec3-c1df4b642c95.pt,92.0,,
47d7e0fe-0fed-45f8-a087-fc8e09fe11c1.pt,45.0,,
d9fec04f-63df-4bac-b0a9-3858d45bc82d.pt,86.0,,
1cf8bbdb-c708-41c6-8fcc-a7fa0ff258f8.pt,81.0,,
c6fe8277-2985-4511-841e-d00887f34f46.pt,64.0,,
59b37f52-54a1-45cc-806e-c057bb17ff36.pt,56.0,,
155b4c8e-eed6-4154-a2bc-7fafadb369b6.pt,66.0,,
749e576d-861e-4d76-a0f1-e47adfd754eb.pt,100.0,,
d75b683a-4021-4f99-9553-f0773342d9b4.pt,70.0,,
911d8fe9-3d6a-415a-86ef-6b9b23119e97.pt,94.0,,
8e84161b-6514-47dd-b18e-d87092f7f3b5.pt,100.0,,
2c4e9ced-c426-481a-b863-c16154ad761d.pt,70.0,,
7e530465-a65c-4bed-a9dd-7d0483d47465.pt,106.0,,
2e80fa84-8671-4ce3-947a-ff54edebdfe6.pt,80.0,535.0,236.0
c6661cbb-5bbf-4798-9f31-9e16ac9522f8.pt,42.0,,
1cde34b1-d18a-4e59-b925-b1a4020e1bb9.pt,111.0,,
cab613ab-79b7-4d9a-a4eb-7a256461b657.pt,54.0,,
5fe34393-49bb-453e-9c46-5bb9405d7ee0.pt,77.0,,
72f89656-20f9-433a-93c7-8cb09ca542cb.pt,158.0,,
e81b8970-8780-4bff-b14f-3bf122686c7b.pt,71.0,,
b986d8e4-1b5d-474e-a35a-e9446b3590f9.pt,50.0,,
6174ee53-c31e-400b-ad12-5f6aeb51d468.pt,115.0,,
c034bbac-3e2f-466f-843c-1a20ace02332.pt,104.0,217.0,46.0
3b5b45c6-f952-40a0-8b93-2e6c5e65e099.pt,64.0,,
a28699ed-0ca0-4601-95bb-c3be82ea041a.pt,86.0,,
47f22ab1-35a9-41b5-b155-0b08d38f4dd1.pt,47.0,,
5c0304f7-756c-4c87-96db-4ac07c6cdb34.pt,77.0,510.0,106.0
96a7ecf8-7d3f-4ecb-9a9b-d8863814967d.pt,73.0,,
3655001d-686f-4160-9547-6189b3509f79.pt,122.0,,
6f32efcc-0e5b-405e-b66c-53e2ad2fb1ae.pt,110.0,,
dad07fd9-29c1-4919-9dfb-5debd8ef7d6b.pt,67.0,,
cae88420-0de3-4169-a22b-0d55f4888240.pt,90.0,240.0,91.0
dcd3f644-c999-4fbb-a059-6e99db8ed113.pt,120.0,,
c08c7de3-04f3-4674-82fb-c9509fd760fe.pt,64.0,,
6b217b34-1340-4c6f-b4b5-65369473fb7d.pt,97.0,,
f78216dc-5c1f-46bb-abea-e808e02d11b2.pt,84.0,,
69be1139-28f5-4c7f-a5b2-79fbb53e43f2.pt,70.0,,
33b75d52-318c-45c1-a720-9d034ecb2e51.pt,98.0,,
ac2666b2-defd-44b4-b143-9bbe7afeaee9.pt,87.0,,
f3c8a5f8-3a09-4f76-a9a9-74d934c2c044.pt,52.0,,
ede71fbd-4c17-4aeb-96b5-5443bdd4afba.pt,91.0,,
9b932bda-7ede-4f5a-acf5-5f3f280371ce.pt,51.0,,
890ad600-e79c-4cbd-a753-b978f98b4456.pt,44.0,,
9ebe8fb8-6c79-4b10-94af-17fd81bd14a6.pt,109.0,,
6735f0b3-a2b9-42e8-89a6-696e294e93ec.pt,111.0,,
8a34ad3e-a233-4f57-97c4-5a0a0d179c6a.pt,104.0,,
bed8dbbf-fa51-4f6b-a62d-ec7215744071.pt,90.0,,
9ecb212e-45f6-4cdb-8d1f-ed641d199a47.pt,102.0,318.0,127.0
b1b44858-cfc7-4cb3-9ca8-8035dc67e4fc.pt,83.0,,
ee9ed81a-590f-4747-a0cf-2bf2178b682d.pt,83.0,,
75df3cea-12a0-4bb7-87d9-133411b631a2.pt,82.0,,
e380b382-1907-4b00-a4f3-731d1ddf2391.pt,92.0,,
f5952d67-0242-45fc-938d-f27b1e4ab768.pt,90.0,,
e3b7fd05-037e-40ab-9ef3-bc3dbbe24e1c.pt,81.0,,
d791ebf7-b587-4357-a8d7-7bd04f82e300.pt,45.0,,
626cdd63-07b3-4090-b7df-0e79f90634c9.pt,77.0,,
c7f9e0dd-c648-4f5c-b34c-ee3c05b1e884.pt,102.0,276.0,81.0
16b2b0a6-10a7-40d1-b6b5-2c121d301a72.pt,100.0,184.0,22.0
d173a9e5-163f-49c8-8b6b-680d4c8668e7.pt,84.0,,
dce93e24-9909-41de-9aa3-7a688bf635a3.pt,119.0,219.0,50.0
46d0687a-8cca-4f89-a5c5-28d6aeea4df9.pt,101.0,,
d06157ed-5785-466f-842f-4bd897b705f8.pt,73.0,,
6079314b-191c-40ec-8c35-bd8425ee879e.pt,88.0,,
98de2353-8cb1-4309-afbd-e3822db7daa3.pt,63.0,,
f676ba60-4de8-4c74-91db-b1ed837cb91f.pt,111.0,314.0,108.0
bbf6ea70-9f81-4e77-b4c7-c839cadbeaa1.pt,139.0,220.0,51.0
a953b235-ba25-4935-9b9d-73d878195dea.pt,89.0,283.0,82.0
d021603b-c11a-4feb-8c36-6adc7e9addd2.pt,74.0,649.0,184.0
4b0c2ec6-3c66-47a6-93d5-2edd46d20c38.pt,71.0,,
0d8eff99-9ce4-496c-977c-179931d5abe2.pt,93.0,,
3ff7cb9a-f4ea-4853-b0d7-32a4ae1b99b2.pt,114.0,,
5f79afc1-b041-4dbe-9181-7ca964bd949a.pt,103.0,375.0,32.0
559ae4fa-b839-4f3d-a936-c63cbe4c5225.pt,70.0,,
9eb7fd72-6562-4b2b-83fa-52fdaa4e15f0.pt,114.0,355.0,84.0
f8464841-0334-43ea-b5b2-3976b8363d2a.pt,89.0,,
6da779ed-e0cc-4861-88a1-ef5e5baa24c9.pt,60.0,,
79a15ca0-2888-4ae6-8452-a40abe8210e1.pt,130.0,224.0,38.0
c0424ff0-6b75-4ce2-9e80-fe5d4f422958.pt,108.0,,
667e7449-6d73-4d7b-a57d-e01b73d8888c.pt,63.0,,
be9cd044-a299-46f8-9ec3-3c9e2e7c0225.pt,61.0,,
44b5fe06-1f86-40a5-b38c-e8904eadfbb5.pt,70.0,,
c8b290fd-0e1b-464e-aa7d-76f0f2a6f09c.pt,84.0,,
9932cb86-e3f4-4bbc-b1ac-da9de887ab07.pt,117.0,225.0,29.0
389edd77-1d1d-4c69-b496-9ec61cd554ca.pt,77.0,,
f21c15aa-01f2-4e8e-88f6-a14413a85e2a.pt,65.0,,
bb0a6ccc-0d31-4721-96a2-0e2325d694c6.pt,81.0,,
78055183-79ad-477b-954f-129b8d4b40a9.pt,83.0,,
86d70eda-58a8-48dd-9dea-51afca011756.pt,46.0,,
04b27d27-3dc8-4772-bbba-5843d2a1f008.pt,87.0,,
72f027c1-fe90-404b-865d-a46f75d8072e.pt,100.0,,
40736a77-d8bd-43c3-8569-bd86178c706d.pt,115.0,,
9c5a8604-1105-4e00-83bd-297d0e988771.pt,43.0,,
12143109-0f58-4c36-9659-0a392ea9bcd9.pt,142.0,,
f571401d-1b31-429a-90e4-21b7b7b1a9cb.pt,91.0,,
03590027-9323-4a90-b40d-bfb509097185.pt,93.0,,
e6703d67-9e3d-4a1f-9aee-9b97c510ab41.pt,109.0,432.0,61.0
5d39dd4b-b850-4bb2-835b-74ec66e4d30e.pt,102.0,,
2de56ba5-39d7-4df9-a540-2f00f115dcce.pt,90.0,,
44224e32-f204-4a81-a272-a19374b09898.pt,150.0,,
ed52cb36-3d2a-48b7-9a2b-73d425bdc4ae.pt,40.0,,
f6d96267-b84a-4b5a-93dc-a115260891e8.pt,97.0,,
beb0fdfd-a634-4da2-8b1c-0b2e899f4675.pt,94.0,,
fc8f79c4-f371-485c-a881-0634f212d1e5.pt,57.0,,
2b89f573-d2c2-4130-904a-271d751c892d.pt,112.0,289.0,58.0
688cf8ef-ee01-4929-a26d-8a6d68c31b8e.pt,90.0,,
41537bf7-82c4-43f2-8e6f-d0245f23d10d.pt,52.0,,
17180738-0340-4760-9164-74eab37f2fe4.pt,85.0,,
bbe36a7e-921e-4ebd-82ae-cab96f21601e.pt,55.0,,
52052cfe-53b9-431f-8208-2620c418ff44.pt,72.0,,
90088159-dc86-4000-90a4-db84795f73b6.pt,85.0,,
bc3f5dd7-2c69-4315-b1c2-de010b78d9ed.pt,125.0,,
9c824adb-66c2-4451-9a0d-b5bc70e167c8.pt,68.0,,
1fbccd58-c3d9-4b82-8a61-a1a43355c392.pt,79.0,,
3e113c49-0f27-4ef2-859c-394b38253ee4.pt,79.0,,
5141f721-b380-4f1f-aed7-c94c2659e383.pt,100.0,,
198eb1ac-a618-4b26-b35b-8053d2774a47.pt,104.0,287.0,59.0
8a4db61c-1b81-4367-a43a-c7e75b3e70de.pt,83.0,467.0,103.0
24b35a66-c37e-45c4-9e11-44a757b5123b.pt,97.0,231.0,77.0
94f3573b-b303-408b-b1fe-0b6ea5fbec1f.pt,67.0,,
d6aaaedf-62c2-4057-a0d9-ec5adcc7a825.pt,115.0,357.0,109.0
bad1810a-58d2-4f7d-8250-4635c5326f87.pt,83.0,454.0,56.0
36546a91-ed67-4b29-b883-548e230a7903.pt,121.0,193.0,44.0
f6f0557f-f975-4b4b-9664-14840e297dd6.pt,72.0,,
f359d154-cec5-49ec-b10e-71e38469de72.pt,49.0,194.0,31.0
00de0481-6c8d-4a10-95ee-cffe6514e14f.pt,65.0,,
9ae576ac-8af2-4430-850b-3a605bee69d5.pt,88.0,,
2d32b553-df9c-4491-809d-ed22f59df537.pt,79.0,,
b2f6e88d-4671-4355-afe7-1713d317485f.pt,93.0,,
dd6f19d4-1d11-44dc-80fe-db7d43edcab1.pt,78.0,,
bf45b03a-8338-4093-97c6-5f9dc5fa3bfc.pt,77.0,,
bb0cb03f-d2c2-4c9b-9a7a-3a0a150588eb.pt,65.0,,
984832e1-b4ce-4f77-a3da-98ff66300423.pt,87.0,,
71574424-7b02-4fb0-bf08-efc28f04f716.pt,91.0,,
f49e2356-5e2b-450c-9f1b-37541cd6fe62.pt,84.0,,
45a93d62-a3d7-4e7d-a637-cfded86505c6.pt,102.0,257.0,47.0
9dd86048-a928-4ba6-a1bf-2293738a03b8.pt,93.0,,
a5e3f5ab-88d3-4a21-b3d5-3da7e723c79d.pt,68.0,,
f38b353b-364f-413a-b070-487fe9662802.pt,80.0,,
c9da26cf-2088-4427-9974-dd75a1e8199a.pt,87.0,,
c5d537d9-8513-4b65-9b6a-5aafdb13fc55.pt,98.0,237.0,84.0
113f1b30-ca19-4ee9-a378-d029a5529b24.pt,113.0,,
2ece21e7-2511-419c-ad95-21a6092638db.pt,94.0,,
74d6a92d-6057-4a94-85ca-d8a77874eb70.pt,95.0,,
10968758-d7da-4a8a-b248-4103b7845584.pt,87.0,,
d0262f56-bd6f-42f7-9b41-2534fec421e3.pt,111.0,533.0,185.0
229144ca-0ea1-4f8a-838b-4f3504a6b2a2.pt,94.0,159.0,34.0
da3b324b-a256-41b0-8bb9-2ebab4b3f8bd.pt,147.0,493.0,192.0
44d44886-f169-41b8-af75-9fa7d737cbd9.pt,124.0,,
b3fc03c9-46bd-4982-8fbc-537218dbc343.pt,75.0,,
b68cfa7f-ba45-4251-a315-025c5949c530.pt,75.0,,
b7d38bf9-775d-4cd1-919b-dd378948360a.pt,61.0,,
cfda6767-650d-41df-8dfa-5dd9c5e8d0c5.pt,87.0,,
674ac98e-44e4-49d1-8919-46c3a21ec975.pt,80.0,,
9aa5e6ab-c8d4-458b-ac71-a74953f5c17d.pt,96.0,,
fc15ebd8-20e7-4c24-b953-11ec86d3d560.pt,84.0,92.0,9.0
46ac70d2-3f78-4e11-9914-dc6f3d410bf7.pt,110.0,,
c9f08d3d-fcb9-479f-8ea2-f60de0fd9948.pt,81.0,,
e0ced1f8-336d-417b-a513-b0144a5301b4.pt,102.0,,
f60e2dcd-d35a-426f-afc3-2482922a180b.pt,54.0,,
8727ef5a-99bf-4933-b85d-6f2cd0690a9c.pt,99.0,,
b862a6db-6392-4188-b17a-a5e6b92eac15.pt,74.0,,
d01f11b6-acfc-487b-afc1-27025601c55d.pt,101.0,,
5a774285-8b71-4a39-9c41-c8586da75a1b.pt,119.0,,
02f63a65-a157-44ec-858f-d9e7e7866fb5.pt,106.0,,
130a5109-4ee5-4b8f-984e-c7afbca1475b.pt,77.0,,
b26596e1-0579-4ade-9199-f4b3ea1e4b92.pt,70.0,,
d3dcf67a-5d54-432d-a47d-cdaefeb579fb.pt,86.0,,
9a117517-7e27-4020-ba0b-733e0739db5e.pt,121.0,,
3d356e16-de32-4e7c-a42e-0ff852c41c88.pt,98.0,,
b420cbb0-a5c3-4ab0-b603-471bbf164219.pt,77.0,,
5cd7ef38-c35b-4449-8e5e-0a31eb8c84c7.pt,89.0,455.0,136.0
b9ea5c8d-f6d8-45c2-8a37-c6d078096cf5.pt,132.0,,
d9af51d2-d88a-4b06-81ad-a25f5026c667.pt,79.0,,
4c9c6fd0-8490-4a95-9181-ddb8b968d0b7.pt,153.0,198.0,101.0
