,gt_len,model_len,obstacle_hit
4ec18156-5a56-4b88-9ffc-98f151f3e65d.pt,68.0,,
99672bea-a3d9-44e3-a873-8c223be2a57e.pt,117.0,,
66358610-e3cf-432f-b4b5-4a9af047106c.pt,79.0,,
e1e2e789-39c7-4dce-ad9f-8d7f8d0ecd66.pt,95.0,,
329f7511-e35d-4650-9198-2d0d37bfb315.pt,76.0,,
b3b1fa77-d1a8-4f80-aa17-65fe4a638b92.pt,119.0,213.0,41.0
46065c9d-de56-4c14-a0c5-45aff80911ea.pt,127.0,,
4308ca3c-deb2-4667-a648-52b580513fb8.pt,92.0,323.0,66.0
f5c92809-c2f2-4e0b-baae-201353ccd8b5.pt,118.0,,
c7195725-983e-460c-aaf5-b94f8c1ecd1f.pt,82.0,182.0,25.0
e34bbd72-5047-40be-a45d-b040c4fd01d7.pt,101.0,,
eeef9ac4-e4af-4afd-b53a-4c8ae3c0f1ba.pt,64.0,,
f784c3f0-f450-4353-8848-a51b972a1023.pt,65.0,,
28139710-d8d3-4906-acef-fbc486219cee.pt,97.0,166.0,0.0
f27fa1a2-8c55-4563-ba84-b871d1c90369.pt,93.0,,
17aca089-5dc7-4833-aee0-ac72eb95a92b.pt,78.0,,
fe26e63d-e5ce-47cd-9ed4-40f41f45c2f7.pt,108.0,,
1339a888-c0ff-4c70-84f0-946c14579b02.pt,54.0,,
cc8ca50e-f3c1-46c9-98c6-35d6f5b4c732.pt,97.0,,
313048b1-4c3e-49a9-bee2-a2921a4e6e0e.pt,119.0,283.0,85.0
b0f34ce1-db29-4049-bd92-74efa6cb7072.pt,85.0,,
b45246f7-0227-4d00-ac75-2aa9bd95688a.pt,98.0,231.0,39.0
44d88058-35c0-4008-a3e9-b52f2de0f624.pt,79.0,,
a4a1dfe8-2984-4d3c-a7bb-ddee5bce4fc4.pt,76.0,,
587c39d0-c056-404b-9a15-3212fdc6f54d.pt,82.0,,
efd3cdb4-0d49-4827-a595-197db4474825.pt,68.0,,
5faa9188-c845-4fcd-bbc5-ab7bd399512f.pt,110.0,,
70bd47a6-3bda-4e5e-8eb0-97229bf74cd3.pt,73.0,66.0,15.0
5aa55313-e89e-40f3-ad47-388676b590ab.pt,98.0,,
7570008b-83df-4166-b191-60e8ec3742fa.pt,132.0,,
aed157a4-4111-4cae-9f81-a93931eae5c5.pt,78.0,,
50164020-7f6a-4cc4-ac4d-60f743dfa454.pt,115.0,238.0,81.0
05d6feb5-f98b-4656-b66d-6a72d087b52d.pt,76.0,,
058194b8-1f49-4d5f-b00f-2f486c1563ab.pt,86.0,,
8d8f4b7b-9b8e-4473-a449-c7882f8d646d.pt,97.0,,
00740dc7-cd54-44e5-9dbf-e3c31aad4ebe.pt,87.0,,
90921f6a-bea5-445c-b62e-7022273345c5.pt,109.0,,
6bbe05c9-f648-4e40-8696-e813c50431f2.pt,121.0,,
ea0762ea-773b-49b8-acfd-d19970765933.pt,119.0,,
068d9397-eb24-4008-b914-b769056c96c0.pt,89.0,,
b416a2b0-6cc1-4e2a-ba3e-b82a4762f786.pt,122.0,,
9300b300-61c7-48eb-a18c-e7fa5cb44ce7.pt,60.0,,
f5bcc38a-97e6-4b8a-aa53-ead66acc29b2.pt,109.0,298.0,125.0
de23b1b4-d09d-4b2c-829b-8f834cc1030b.pt,74.0,,
7845772f-7cab-4e3b-9756-81e32634cfeb.pt,66.0,,
5f41a536-f944-44d5-85cf-ada5d1560eab.pt,104.0,257.0,36.0
3c7e29aa-5d92-4534-863e-a02cfb38ac87.pt,66.0,,
515f1213-7d17-48c9-8d6a-72f73625ba9e.pt,104.0,,
f2636324-36e7-414c-918d-4894b4165cd3.pt,116.0,,
d669afac-e5fd-41ee-a378-cf79b34b2c30.pt,72.0,285.0,63.0
32ff8523-4327-4ea4-bddc-a352e9c64613.pt,68.0,,
632e1b8e-a2e4-46eb-93aa-899265e48780.pt,64.0,,
2c9df5d2-fa0a-46ac-be04-6febd3ccff36.pt,53.0,,
359dbd0a-9d4b-4826-9e19-52ad7d5344cd.pt,102.0,281.0,62.0
02b3ef29-6d8f-4674-96f1-aa903b5a097c.pt,64.0,,
205f6420-362e-41c9-8cf8-7f7fe8fd55bf.pt,89.0,,
076c2198-8dd7-42fe-8c17-3a67540ecb57.pt,89.0,,
4cf113e4-7838-4fa1-bd0b-7ac7318017e0.pt,53.0,,
6edbb2f0-a270-4cb0-970d-7c9b8e87930d.pt,102.0,546.0,159.0
0064f19d-66d6-40d4-a3fc-82542501351e.pt,95.0,,
b9197c2e-a161-46a0-a19f-d53cb47fe1da.pt,42.0,,
d851b927-6c1b-4506-a2ae-c8d28ba5c809.pt,114.0,,
d6e64927-db6a-4344-9883-4f2dfa202555.pt,70.0,,
b1771e3b-bba0-43c4-a436-545363bcb790.pt,53.0,,
294ca794-f15d-43e5-8935-c9744fc3db4c.pt,103.0,,
22b6af99-17ed-400a-b443-8b7093425044.pt,119.0,184.0,50.0
7ceb47dc-b4f2-4c0b-8e1f-92d708318116.pt,102.0,383.0,96.0
09e519b6-2039-4dae-8d13-69e8644fecf4.pt,43.0,,
40b4184e-2a35-4b87-ab49-fcde5d8b2a3e.pt,76.0,,
580eae7d-a7c8-41f3-b67d-61ff60919a01.pt,67.0,,
d3abeda0-a314-4508-a109-8dcf40bef542.pt,75.0,,
ab2896b9-1227-4c20-ad1e-52c08109bbd2.pt,121.0,217.0,58.0
70fdc951-bfc5-4d4d-b4a7-71530d24f294.pt,62.0,,
9200c853-feba-4ef3-b7cc-de20ed3cddee.pt,88.0,,
19d9539b-34eb-4589-b4b8-b1dac35654cb.pt,117.0,183.0,56.0
816e27d4-a5cd-4c40-8ba8-214be070583b.pt,117.0,278.0,67.0
7161836b-db0a-47d6-9ae3-8485258e73db.pt,75.0,,
79e17941-1662-48c7-95ee-d3f9aca3ab32.pt,105.0,179.0,47.0
fd35e833-f138-4d84-b84d-57b4f94eae22.pt,129.0,598.0,206.0
4a6bafe3-938e-40d4-b583-0c27dab28896.pt,41.0,,
739a1a23-074d-4c42-aa08-23e9f26758d7.pt,80.0,,
610f6073-1db6-4b06-96a5-379d75b44418.pt,40.0,,
c4a2744b-baa3-4b26-a517-6163f83d11d7.pt,93.0,217.0,44.0
663a6679-933a-47a7-a30a-c858bc7072d4.pt,157.0,,
d7840d2c-ee12-41b5-bae7-dfda22e8a583.pt,87.0,,
3e177a29-ab8b-4672-9b0e-12b0c6ecdf28.pt,125.0,,
927bdf20-12bf-494d-a861-469b9f3e0d18.pt,97.0,,
d1eb1201-6109-47f6-b315-1296e88dc1ff.pt,77.0,462.0,64.0
c7c6f09e-1046-4077-ac3a-1d3b0d068378.pt,79.0,,
5fd0bc55-f75c-4e1a-b2a0-c9def76e6faf.pt,89.0,,
242fd7d5-372a-45d5-a4b6-b9c3c677b228.pt,96.0,,
27b9a6b4-4539-4cb4-a4e4-b475c72d7fc1.pt,89.0,467.0,211.0
21ae5e7d-4046-4fb7-a2a5-e80fbf9cb846.pt,114.0,265.0,108.0
c4a7f4e9-e8be-45fc-9768-1dbed22daa17.pt,125.0,314.0,129.0
269b1771-55c9-4fa6-9c68-3ef79823b00e.pt,40.0,,
ec7e74cd-46af-464b-92ae-dab7546e31e0.pt,104.0,188.0,48.0
930a264b-471b-4f29-902c-c46c6c75bcad.pt,101.0,,
45d90701-a7d4-4eaa-ae14-df30d32ae68e.pt,106.0,225.0,66.0
1bbe4182-30a3-42e7-8c4b-d875bab88d3e.pt,99.0,,
ed68a47c-a2e8-4b6e-a450-3bdf2bbbeac3.pt,81.0,,
072392e4-8b64-4703-861d-e87385f24095.pt,75.0,,
9b7b409b-de04-4222-882a-18f93346e03c.pt,47.0,,
de36634c-796f-440d-aabc-a6b72997ef76.pt,97.0,,
0308c71d-2eca-4387-8ed5-c5b1550dfe99.pt,84.0,,
94b38973-d489-40d7-b19b-f8ae22d749ea.pt,74.0,,
650cdc25-642c-4a1d-a481-a566102dc78b.pt,109.0,,
78b5afc3-af55-45c2-9b5e-cb0d6ad9b5b5.pt,43.0,,
035bdfa3-ba24-4109-a623-85659db96973.pt,90.0,,
2fba1ca1-631a-49c3-a824-3f7db8f6c897.pt,56.0,,
db7e7862-65d5-4821-8c0a-f9aed63456ac.pt,96.0,316.0,76.0
84a86b3a-24a5-4b8c-b87e-736c738cd76e.pt,99.0,,
a3a00cb8-1714-41be-95fd-804ebcafb052.pt,69.0,403.0,96.0
714f7e62-a7ed-4d20-ba6f-cde3afb83be5.pt,97.0,,
f631fb68-e066-4d8a-93b4-a476731e1913.pt,108.0,,
fc07e313-179f-4913-b052-499ebc91e4d3.pt,72.0,,
7610c361-f3a3-4ed7-b4ed-b6f74a29bbed.pt,77.0,,
aaf81c9d-02af-47e7-a31a-0665edd989d2.pt,92.0,488.0,132.0
adfcb143-2266-44ee-b388-9365aa7ebb3d.pt,104.0,,
66e70ce8-0439-4574-97cb-2c7b9e4d3207.pt,133.0,,
b7756594-9961-4972-9d7b-036c5e854960.pt,142.0,,
38b6723f-78a2-4ccc-99c2-792a34e657a8.pt,93.0,,
ee8e84ff-04cd-47c2-a1e7-2b43a488ee29.pt,53.0,,
fdff3b41-89b2-40c4-b837-3ba81f2b9ea0.pt,51.0,,
d4b48a59-22b8-4471-98ed-01725f0e1a48.pt,93.0,,
de1de67e-044e-4025-b3c7-4cfddb09e32c.pt,65.0,,
fdcc0242-8caf-4b55-a3ea-dfb67ee23499.pt,43.0,,
95e1ef3a-c15f-4f47-909f-5225b67b89de.pt,85.0,,
daa25d89-3292-41d9-9b33-dd1046b9af65.pt,33.0,,
0bdf89fe-3c99-4376-a4b4-ebcc84ddb567.pt,128.0,240.0,69.0
7b8ed0fb-160c-473e-90e4-7c0116fc4852.pt,36.0,295.0,118.0
a05ee682-8065-4221-846d-be73616cefa0.pt,91.0,,
2f6b14c8-d6e6-4f29-990e-13da0668bf38.pt,62.0,,
d5bf3811-2c02-41a2-b1b5-f73d9d17e227.pt,77.0,,
1060d27a-487b-4b16-9cfa-3ff8a046bd44.pt,82.0,,
c51edb90-995d-4733-a834-f8182d0ec85c.pt,128.0,369.0,74.0
53069beb-71dd-4eb6-a841-e1040e7fcc52.pt,134.0,333.0,107.0
c32a40e4-d445-4b7c-b363-53118ce1d230.pt,100.0,,
f195359a-5e7d-4575-ba71-071ae5b1c2cf.pt,140.0,,
78547c01-9dd4-4568-b4bc-21c63e8fbc37.pt,93.0,,
c235a909-f9d0-4943-a27e-d3c9bfb61f74.pt,98.0,,
d14e2035-2bfa-445d-aad8-b5d23b3a3727.pt,90.0,,
83fffc89-2ff4-4d19-9aaa-e4fb03b94319.pt,109.0,222.0,24.0
6f4dd25f-9cd5-40d2-b5a9-1f823bdb6607.pt,74.0,,
9278d2e6-9cea-4bce-95c5-375339c96526.pt,112.0,267.0,17.0
b61e8749-b277-4feb-b563-b5359b5cbb06.pt,122.0,,
dd57335d-39f2-4d7c-a729-78c14685d980.pt,107.0,200.0,49.0
42e5049f-9989-401f-9c21-1f882315dc00.pt,68.0,,
9df63152-5cb6-4f0a-ba37-bd6492e97445.pt,109.0,306.0,42.0
7ab4da7b-2d15-4718-8807-e4ff8ea7da17.pt,105.0,235.0,55.0
30e06bda-8b0c-4472-be7d-fdd4953b462b.pt,107.0,382.0,91.0
4d4fa337-8e91-462b-8115-0e07ccae846a.pt,195.0,357.0,127.0
86ebc920-5455-4961-9635-9ebb912d3412.pt,96.0,,
ea1309d5-63f0-4838-a178-66c93c23fafc.pt,75.0,,
30ae5215-2e98-4e0a-8f20-c3e39ee6e0a3.pt,62.0,,
2c53f695-8ea1-46e6-9ed3-ac84521a0f7c.pt,89.0,,
899ed0de-f4b4-4667-9eb4-990f05835e5f.pt,121.0,239.0,89.0
3f892085-88f0-4679-9110-48a9cc0e51f4.pt,94.0,,
8fc55834-4d3b-4837-8fae-3dada04bc28b.pt,54.0,,
54c1c419-9dd8-48d6-ad2f-ba7c4deb4497.pt,35.0,,
0364f818-e679-4a6b-adbc-346d4ad50dca.pt,79.0,,
45fb7c25-ab5b-403f-b144-a5a90239692f.pt,122.0,214.0,45.0
7dc8c542-a50f-43b6-af51-93cfa58624bf.pt,68.0,,
76401b6c-8d42-429f-a186-7da32be911b5.pt,97.0,,
4fec12f2-91f6-4d4b-89a2-08f5e359bfee.pt,65.0,,
45b74397-13f9-41e8-90a1-e5371c4ecff6.pt,107.0,259.0,97.0
1d43466b-3b57-4e9e-9960-6a2983d268d3.pt,82.0,,
20129410-4342-423d-830c-5a7fdade7bf0.pt,71.0,,
803e3bb4-4c9e-4966-a963-bc919b3defef.pt,99.0,,
fb135fb4-307e-474a-8c87-c49db45cb595.pt,78.0,,
87db4091-5a7c-481a-891f-d249690c2784.pt,117.0,,
eb259597-7b9e-4a25-bd8f-89d21e9d107c.pt,65.0,,
0331bb70-f257-48ce-84bc-1e2b4723ac29.pt,81.0,,
f2c02417-3c4e-4b23-ab1a-0cca8210e7da.pt,99.0,,
08695a21-762d-454e-a0ee-54fa66ad7b40.pt,71.0,,
a654bcf1-f0e4-4941-92b0-dfcb8abeadc7.pt,58.0,,
39a83390-25d6-4e7c-a79a-9c52cf3d954e.pt,88.0,,
da6054df-f476-4e0d-9198-23cf4e04564d.pt,112.0,,
fe28279e-d184-4e0e-8efb-79e0a383f039.pt,96.0,409.0,118.0
26c0fceb-c1af-46c3-9d5f-a999da59ebe4.pt,75.0,,
acc0c741-13a5-4f45-9d7d-98dfb4c6aba2.pt,58.0,,
ff7aebe7-e2a4-43be-92be-2def3e305a50.pt,86.0,,
0f40c250-b93c-4221-80c4-55d8c8af723c.pt,89.0,,
5336f32a-99ff-432c-9a13-49001c7f4251.pt,89.0,,
44402cea-91fb-47d6-8e0e-b4961e8a2d31.pt,99.0,386.0,41.0
e0fa2dc9-4fb9-48b7-a5c5-796b22f9861b.pt,105.0,210.0,52.0
81d0d225-fdb5-4716-9491-84c57da85b36.pt,24.0,,
e342695d-e283-497a-8cf3-1db51be73a5e.pt,110.0,535.0,199.0
64860e09-e8de-4520-b37a-0e15a17fb6ba.pt,76.0,,
fcf7f9d3-6bd2-4401-aea2-ee4f0614b553.pt,80.0,,
66126d6b-87ba-47ce-a8f5-5f12985524f5.pt,93.0,,
bb670224-d0fb-4875-9e5a-fe483e45cd2c.pt,96.0,232.0,69.0
aee6e690-49bf-4e9b-84d8-c1446280203c.pt,101.0,559.0,122.0
9bfb84c0-926f-4c65-b531-edaf95944053.pt,146.0,,
91458628-915d-4e7a-a25b-4d96e93de4d3.pt,72.0,450.0,93.0
3afa825b-2b21-449b-acde-a9f4d204afdd.pt,89.0,719.0,197.0
b52fbd7a-7909-4a35-9754-c29198ea5cce.pt,50.0,,
640f8344-6b4d-4d04-8f84-4e1ae17c76c6.pt,72.0,,
dd03f7a0-4d1a-4f65-b747-31298a67930e.pt,60.0,,
e250abc7-a073-4b31-8a22-dfe2e179709c.pt,49.0,,
5368dd17-f93b-40fb-832c-fa9d050c2496.pt,47.0,537.0,146.0
f619bb83-f321-4c26-841a-ba4829e33d28.pt,96.0,,
793e6fb3-7926-4a9e-9849-5c3224654cc0.pt,70.0,317.0,58.0
758d55da-2b4b-4a5e-ad58-ef8c1f0d2ccb.pt,117.0,385.0,192.0
07517250-17ee-473a-a236-979a2337ca20.pt,115.0,,
e2712c6c-7c6e-498d-bab5-fb0c583a893b.pt,73.0,,
18e4b514-715e-4a70-ae2f-e350aebea26a.pt,131.0,,
d29076cd-f987-409d-838a-669087b69fa3.pt,71.0,,
ab94b31e-cb0b-4d70-ac53-74cebbae16b4.pt,84.0,,
3183e322-47dc-41d9-9f72-f95a272779c2.pt,57.0,,
725a3136-b517-4c7e-89d5-211ab3717fb1.pt,96.0,,
8dbaee92-dacf-4cff-ba7f-a44e24f240f3.pt,112.0,,
5ae8dcd6-9b67-4a81-a785-dddbffa1974f.pt,97.0,,
3cddd329-5368-4fbf-b3f9-ce2f10a3502f.pt,35.0,,
7df861cc-247c-4f41-b09d-751e6ff3b2ad.pt,105.0,,
fb3d2b31-a913-49e6-8430-66f3c3910a9c.pt,117.0,385.0,123.0
760cfb14-8c80-41da-a2c9-5bdd0894f0da.pt,106.0,,
a40765b6-a07a-48f9-8c98-6c9731f790f3.pt,80.0,,
dc72d47b-92a3-4c6c-a2ea-ad510fba9395.pt,94.0,,
7c3a87b9-08be-4b30-b226-261198c01d97.pt,81.0,377.0,119.0
4944e8cc-b091-42b5-86e1-9f462b45a227.pt,94.0,493.0,171.0
1e8411f7-cf37-4b0b-b188-f305d245899f.pt,82.0,489.0,275.0
d281b057-38e0-4b12-900d-959214daf16c.pt,122.0,,
7b0c6eff-9d45-4e94-8564-d5cab0606eb6.pt,105.0,,
e1a36778-d83e-425d-9710-52381012f8e1.pt,111.0,,
88fd0819-b58d-4046-8736-7a91f0bfba75.pt,88.0,,
019ee83f-0259-4a5d-b31d-5eb7ee1c2597.pt,101.0,,
ec4503a4-c098-4e57-8465-e0894041a3cb.pt,89.0,,
75069e29-43cb-4192-b40d-98f6ea418762.pt,51.0,,
03b6a51f-be30-4f01-af24-293178f41943.pt,97.0,,
dcaa635a-e561-4561-bda9-6bd1862ac0bc.pt,107.0,,
b2733d88-80e5-4d4c-b026-281cb52577e5.pt,124.0,,
ad8746a4-5687-4928-b294-0397ddbacdc0.pt,53.0,,
5d2fa98e-16aa-4c33-bc2e-8d7bd84ec927.pt,85.0,,
24326f72-c37a-410e-9461-0269f8de8718.pt,56.0,,
d5049ac5-389d-4c74-845b-b7150e3e39c2.pt,101.0,,
952c1984-66e1-4114-a690-131a1ea59264.pt,111.0,,
c4601e87-ed4e-4282-aa88-6db56f39424f.pt,138.0,,
21c46839-7891-4d6a-84f7-17745984e8f9.pt,65.0,,
c924c07c-94fc-4d32-ab4a-fe4faa5426a7.pt,38.0,,
acad32db-9bb5-42ee-8dfd-04d21943c2f7.pt,95.0,246.0,21.0
6d4b5f5a-468e-4e64-99b6-a3dc2a8f2460.pt,79.0,,
288be70b-5642-4248-abf6-a9bcf6d334f5.pt,83.0,,
3c088cfb-544a-414d-9232-9a408e04558f.pt,113.0,210.0,33.0
521fe84b-dffc-4072-8e9f-dbb9813d419a.pt,110.0,425.0,58.0
2f5e020e-fb2b-4abe-9857-fca5eaa70a81.pt,90.0,,
817f7e84-af45-4c54-8916-199d0359fcd9.pt,72.0,,
e5c60422-995c-4df4-bb73-bb9949f7ec7d.pt,90.0,,
190c422c-de16-41f9-80a3-9640b37682d4.pt,137.0,209.0,55.0
b2d433d3-52c2-4816-96ab-f594c8869a08.pt,114.0,320.0,57.0
2979d068-5c7b-4488-b42c-50316b324cf2.pt,85.0,,
a0cd8d65-1962-4017-beec-1f2ef4f3cbb5.pt,83.0,,
e1cbec04-5764-4704-b2b3-0ce06945df30.pt,114.0,,
f0687c78-dab1-4cec-92e8-5cebf5598763.pt,87.0,,
b1f4bb13-cf69-481b-8475-0468fd46a504.pt,108.0,,
81f1216f-ee50-4909-81c0-f0f0f06285ab.pt,84.0,,
51d2a1a5-591d-4434-a776-4ea6f22f852a.pt,96.0,,
cce684bd-03bd-43ff-a5ae-c4965dac9e7c.pt,86.0,,
7b2c52e4-dfc5-44b0-b5f2-227e14477348.pt,122.0,,
ade1e6bf-dbbc-457b-932a-6c1b58297f67.pt,116.0,,
954ae43e-257c-4312-a968-d90538bd5352.pt,64.0,,
3ccafb6e-9c35-46f2-9094-94f9afe4534b.pt,82.0,,
2b891050-f1b7-4736-b0a3-66b3268394ee.pt,94.0,,
dbdf101e-eb13-4002-ab77-a80e46c85ee8.pt,82.0,,
8aac840f-5aaa-4e63-8305-ea81969ed810.pt,57.0,,
9619d60b-1739-4470-a36d-cac24e5fb3f0.pt,87.0,,
f1b91dec-0de3-4ee9-abd0-7301a1190845.pt,36.0,106.0,25.0
d3a89515-d437-4b92-a73d-b6b8412f5279.pt,70.0,,
c11a9a10-3a0f-46e1-9dca-a034741d6108.pt,86.0,,
324b3349-9708-4221-ae38-ed45dc29aba4.pt,100.0,,
1d4bd7e6-8807-40a8-a0c3-5dd11bc17ede.pt,81.0,,
e1a3ce56-c6f1-4d27-a10b-ae3b327fc71b.pt,154.0,,
8ccb7b86-6a79-4daa-b12b-fa1ccdefd020.pt,101.0,212.0,26.0
62b48cb8-f1e2-4c16-bae3-342ae9ff0af4.pt,95.0,,
2fbe8504-ffc9-4eba-8437-081fc0028b4f.pt,44.0,,
e84ca75d-d304-42ec-b471-2c261fff7257.pt,74.0,,
f672e0d4-5336-490d-837a-085e083f1a35.pt,87.0,,
e871adb0-a7e9-46bf-b953-f632f0e3688b.pt,89.0,,
49a8e016-c7de-4833-85e0-8f8e9ec4f1e0.pt,136.0,,
2fe344df-973f-424c-8955-2eda3170b3c5.pt,74.0,603.0,170.0
dbb37472-f6be-4ae0-b588-a0a50d3d8992.pt,104.0,,
da7ae750-c064-423a-9fdd-45db1bb15b3c.pt,93.0,,
e0d520c6-1817-4885-b151-d88a907f4626.pt,87.0,,
991eb4e5-83ba-494d-99cc-85737a74676f.pt,102.0,,
0b982cf1-5710-4813-b181-d23e123d1c60.pt,116.0,,
92f3bbb2-730c-47ee-bd11-603d2714d924.pt,65.0,,
fa3945a1-a63f-4f9b-8dd7-7a43677b50b8.pt,104.0,,
c3d14fd4-acbe-4561-abd3-4303b77d8cb7.pt,92.0,,
cc74b397-9a7a-48e6-bdba-587f90840d69.pt,84.0,,
e635a182-faf1-4eaa-8bb7-bea5b62be2f6.pt,70.0,,
b4446a27-7ede-4720-b34c-64b9a7896dc3.pt,57.0,,
5bfc78dc-f14e-4347-b109-52e6c4be881c.pt,113.0,,
ec3f3100-c370-47ae-be28-0ac4524c7b39.pt,91.0,,
7d34c415-c358-406c-b166-e3a82fb648ef.pt,96.0,,
262dd884-a209-4adb-932b-b9aca041883e.pt,84.0,,
35fa96c4-fb8f-4422-bb6f-7fc530cd0c4a.pt,147.0,248.0,92.0
6797aeb7-c5bf-4282-924e-3064e0affe26.pt,101.0,,
92a79364-02b2-41ef-a7e5-741628e0cfef.pt,97.0,,
cebe8449-f2f8-4957-af55-0ab3de547ca2.pt,62.0,,
3cbcc997-4ae7-49d2-9a2f-268b9c56f2f6.pt,94.0,,
ce15ca81-8bcb-4817-b7d5-0751d6392f18.pt,97.0,,
be95a161-6e8e-4653-a0ad-4e8bb31f8c68.pt,88.0,,
555d9041-0a32-4fc3-9beb-e077bed4846d.pt,164.0,,
d4862569-1f8a-4634-87d8-001871b36c95.pt,72.0,,
f8fd528d-3e86-40f6-b9f6-7aa617b1ad6b.pt,92.0,698.0,180.0
e6b856e5-5ea5-4ae6-a3dc-834349cdac84.pt,91.0,,
7f95a03a-59b6-4025-bb9d-f0dfa3ffe453.pt,60.0,,
78a494db-103a-4ee0-9368-01d608f61b60.pt,71.0,,
413f722e-6d90-4fc4-8cc5-bbe15fe47761.pt,60.0,969.0,425.0
e64d8fa9-81e0-49c5-8718-f6fee09d4209.pt,112.0,,
922fc6ea-43ae-4212-b078-1a0b10e8295e.pt,93.0,,
ca5b27bf-58dc-4148-a75b-7832a3bfe43a.pt,123.0,,
ca9a09b0-b561-4a0d-88f5-366e2073760b.pt,170.0,,
96aff78c-02d1-47cf-91af-13477bad1427.pt,96.0,,
fee2e3d5-403d-4602-8f1f-12405bd8453e.pt,95.0,,
8dd3f08f-fcf8-4d76-95db-03c3a1d5b5f6.pt,108.0,,
3cf2ca89-bf90-4d09-a8d3-2a08709ce6ff.pt,119.0,,
46d94bcb-81aa-4833-9915-9c47b10052b6.pt,85.0,,
3c05c8c9-95d5-419e-bfb4-9d8d71e3d087.pt,53.0,,
992e2498-32bc-4d23-8c8b-9adc657c56cb.pt,32.0,,
ebcd00ca-a5bf-44d8-b4ee-3b4a6fd4b72b.pt,51.0,,
dd2f705c-e677-484d-abdb-07b38428946c.pt,78.0,,
f9077218-a6fa-4709-abd1-f6e0fb488b8b.pt,87.0,,
c847c82e-3d3d-43e6-a00d-6e1a46cdd405.pt,153.0,221.0,81.0
21f7781f-eea3-4d2a-b320-bc2c9cd6ac56.pt,86.0,,
5a1de5e7-0971-4ce2-8c43-093daf7e8a82.pt,27.0,,
1450703c-595b-42f3-8ebc-a30ddf1bcdd8.pt,96.0,,
c05c93a7-1d5c-4e1e-ae6c-13d24bd69eb3.pt,67.0,,
43e36f70-7496-4526-99fb-d89410deda27.pt,45.0,,
866de0cd-d1da-4919-8dd1-89159f8c4213.pt,84.0,,
be334228-636a-49a9-aec3-8775247175d3.pt,78.0,686.0,52.0
cbf59fe8-4b8d-433d-9280-998ca6bdbb86.pt,73.0,,
1085386a-af65-4616-a80a-950eb3174a4a.pt,84.0,531.0,16.0
32fcb44e-4cff-46c3-8dba-22ff11fa44a1.pt,59.0,,
125889fb-e018-4443-b381-e26bc08354ee.pt,91.0,,
60dbfb59-4f2a-4023-83da-802465506678.pt,110.0,,
339a553c-fb6e-4717-a426-6b6226f50970.pt,107.0,,
cdb02e4b-2d40-4867-838d-7ec86eb0e8e9.pt,88.0,,
16e50c45-70c5-438c-91d9-7dd96e0adc97.pt,74.0,,
b968d5a2-0374-4649-8da5-0142f529de44.pt,119.0,205.0,18.0
d336172d-bc85-4d79-a4fc-87eea6e2a5d6.pt,50.0,,
4e920640-282d-4062-8c19-d7da766151cf.pt,106.0,291.0,47.0
bdc5ecd1-07f6-4780-b23c-3ef6fc76403b.pt,151.0,269.0,85.0
8af596db-413f-4fbb-afb7-eb153ff36584.pt,89.0,,
b1e36d15-0c2c-4773-a9f0-fa1121209d56.pt,75.0,,
cdca3af4-e2a8-4415-ad2f-52c4b5765422.pt,75.0,,
a8d08cb0-8aca-4d9d-9a0e-f22afbce6147.pt,173.0,,
c6d490b3-aa31-4a08-8298-17eaf280ffa0.pt,103.0,,
af85c946-08b5-4b77-83e8-e39213407951.pt,94.0,,
4e46b7e8-d84b-43b2-9106-77326e10fccc.pt,100.0,,
ebc032ae-b21d-41f9-bd41-035faf68c429.pt,84.0,,
281ed931-b4a8-48ab-894e-9ae919f08b18.pt,64.0,,
5ffcbbd3-73eb-4542-ac16-d477972f8735.pt,105.0,,
3f06f3a1-bccc-4bb4-a560-94ddc9cdb910.pt,123.0,,
3f3bf9cb-bed5-4440-9b8c-4941334e660e.pt,80.0,,
023fcc3c-7118-42cc-aa67-5c2de58075d2.pt,69.0,,
1590a72c-b5ef-4306-8d66-33820839c0e8.pt,84.0,,
969e0878-ba1f-4fa1-95d2-53df3542962d.pt,85.0,,
beeb345b-1040-4dc3-b076-e8d0853d3a35.pt,89.0,,
0eb446cf-eecb-49a0-892f-a3bf6f49a1da.pt,97.0,,
2ff36b47-28ed-49af-a095-9b5a848d2d6e.pt,85.0,,
96cc5ab8-896e-4213-a554-6cce6d10b496.pt,75.0,,
b02119aa-94b9-4658-bc54-0fadb07eb591.pt,155.0,199.0,89.0
fab1568b-2bf6-413b-9d33-aabc6735dec3.pt,104.0,225.0,37.0
dd7d8dd6-32f6-4d06-a083-7c131aab1a6e.pt,43.0,,
dc628896-0f38-4ea0-8545-1018b85f4cfd.pt,105.0,336.0,115.0
186189f1-f6ad-4f55-962b-688a30fc6d90.pt,94.0,,
e00325ea-1a97-4c41-b1cc-87539cc09b34.pt,95.0,,
bfb06a2c-8771-42d9-a590-bcf2349ad1bc.pt,106.0,,
6becd88d-ee3c-48da-8f3f-ed0bc1dd4d7c.pt,89.0,,
d92696f9-813f-417f-a2a0-7c8c64c2f7a4.pt,109.0,206.0,46.0
24a44149-2cd3-4ae9-bdc8-9ac415939ab1.pt,95.0,,
4b5cfced-60ea-4624-baa3-81ff74223a95.pt,50.0,,
d0cbc941-5409-42be-bf1a-59d993515d71.pt,36.0,139.0,0.0
